Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL
"24 Gleann Na Smól, Monkstown, Blackrock, Co. Dublin, A94DT63","€895,000",4 Bed,2 Bath,Detached,E2,A94 DT63,€945,Janet Carroll Estate Agent,Janet Carroll MIPAV MMCEPI TRV,"Sold, €1,015,000, Wed Sep 04 2024; Sale Agreed, €895,000, Tue Jun 25 2024; Created, €895,000, Fri May 31 2024",https://mynest.ie/listing/133643/Dublin/24-gleann-na-sml-monkstown-blackrock-co-dublin-a94dt63
"Apartment 19, Ardavon Hall, Hazelbrook Square, Churchtown, Dublin 14, D14X328","€440,000",2 Bed,2 Bath,Apartment,B1,D14 X328,€495,Eoin O'Neill Property Advisers,Sean Bonner,"Sold, €520,000, Wed Sep 04 2024; Sale Agreed, €440,000, Tue Jul 02 2024; Created, €440,000, Tue Jun 18 2024",https://mynest.ie/listing/136529/Dublin/apartment-19-ardavon-hall-hazelbrook-square-churchtown-dublin-14-d14x328
"Apartment 169, Burnell Court, Mayne River Road East, Northern Cross, D17EY88","€235,000",1 Bed,1 Bath,Apartment,C1,D17 EY88,€225,Corry Estates,Andrew Corry - BScHons MRICS MSCSI,"Sold, €235,000, Wed Sep 04 2024; Sale Agreed, €235,000, Thu May 16 2024; Price Drop, €235,000, Tue Mar 12 2024; Created, €250,000, Thu Feb 08 2024",https://mynest.ie/listing/115233/Dublin/apartment-169-burnell-court-mayne-river-road-east-northern-cross-d17ey88
"110 Shandon Park, Phibsborough, Phibsborough, Dublin 7, D07XT97","€675,000",3 Bed,1 Bath,Terrace,F,D07 XT97,€675,"DFM Auctioneers, Estate Agents & Valuers",DFM,"Sold, €675,000, Wed Sep 04 2024; Sale Agreed, €675,000, Thu Jun 13 2024; Created, €675,000, Tue Feb 20 2024",https://mynest.ie/listing/116861/Dublin/110-shandon-park-phibsborough-phibsborough-dublin-7-d07xt97
"Apartment 261, Premier Square, Finglas, Dublin 11, D11TR99","€325,000",3 Bed,2 Bath,Apartment,C1,D11 TR99,€315,Frank Fleming Estate Agent,Frank Fleming MIPAV,"Sold, €361,000, Tue Sep 03 2024; Sale Agreed, €325,000, Wed May 22 2024; Created, €325,000, Thu Apr 25 2024",https://mynest.ie/listing/127110/Dublin/apartment-261-premier-square-finglas-dublin-11-d11tr99
"Apt 34 Collins Square, Smithfield, Dublin 1, D07T271","€395,000",2 Bed,1 Bath,Apartment,C1,D07 T271,€405,RE/MAX Properties,Karl McCaughey MIPAV,"Sold, €400,000, Tue Sep 03 2024; Sale Agreed, €395,000, Tue May 21 2024; Created, €395,000, Fri Mar 22 2024",https://mynest.ie/listing/121675/Dublin/apt-34-collins-square-smithfield-dublin-1-d07t271
"98 Hollybank Road, Drumcondra, Drumcondra, Dublin 9, D09F8P8","€845,000",3 Bed,2 Bath,Semi-D,E2,D09 F8P8,€855,Frank Fleming Estate Agent,Frank Fleming MIPAV,"Sold, €860,000, Tue Sep 03 2024; Sale Agreed, €845,000, Fri Jul 05 2024; Created, €845,000, Thu May 02 2024",https://mynest.ie/listing/128370/Dublin/98-hollybank-road-drumcondra-drumcondra-dublin-9-d09f8p8
"9 Rathmore Villas, Terenure, Dublin 6","€595,000",3 Bed,2 Bath,End of Terrace,G,D6W HF84,€585,Mullery O'Gara Estate Agents,Pat Mullery,"Sold, €540,000, Tue Sep 03 2024; Unlisted, €595,000, Tue Jan 10 2023; Created, €595,000, Thu Oct 27 2022",https://mynest.ie/listing/44271/Dublin/9-rathmore-villas-terenure-dublin-6
"9 Rathmore Villas, Terenure, Terenure, Dublin 6, D6WHF84","€495,000",3 Bed,2 Bath,End of Terrace,G,D6W HF84,€495,Mullery O'Gara Estate Agents,Oliver Travers,"Sold, €540,000, Tue Sep 03 2024; Sale Agreed, €495,000, Tue Apr 30 2024; Created, €495,000, Wed Feb 14 2024",https://mynest.ie/listing/116031/Dublin/9-rathmore-villas-terenure-terenure-dublin-6-d6whf84
"70 Clonshaugh Avenue, Clonshaugh, Dublin 17","€295,000",3 Bed,1 Bath,Bungalow,C3,D17 A317,€315,Ray Cooke Auctioneers Clondalkin,Northside Sales 2,"Sold, €332,000, Tue Sep 03 2024; Sale Agreed, €295,000, Mon Sep 09 2024; Created, €295,000, Tue Mar 19 2024",https://mynest.ie/listing/121060/Dublin/70-clonshaugh-avenue-clonshaugh-dublin-17
"54 Churchwell Drive, Belmayne, Belmayne, D13XT96","€395,000",5 Bed,3 Bath,Terrace,B2,D13 XT96,€405,Be Lettings,Michelle,"Sold, €437,000, Tue Sep 03 2024; Sale Agreed, €395,000, Wed Dec 06 2023; Created, €395,000, Wed Nov 15 2023",https://mynest.ie/listing/105176/Dublin/54-churchwell-drive-belmayne-belmayne-d13xt96
"Apartment 53, The Hibernian, The Gasworks, Dublin 4, D04K251","€350,000",1 Bed,1 Bath,Apartment,B3,D04 K251,€315,Galvin Property & Finance,Kate Hanley,"Sold, €385,000, Tue Sep 03 2024; Unlisted, €350,000, Fri Jun 21 2024; Created, €350,000, Tue May 21 2024",https://mynest.ie/listing/131463/Dublin/apartment-53-the-hibernian-the-gasworks-dublin-4-d04k251
"Apartment 5, Silverton, Ranelagh, Dublin 6, D06P9H9","€320,000",1 Bed,1 Bath,Apartment,D2,D06 P9H9,€315,Youngs Estate Agents,Michael McDonagh,"Sold, €375,000, Tue Sep 03 2024; Sale Agreed, €320,000, Mon Apr 29 2024; Created, €320,000, Tue Apr 02 2024",https://mynest.ie/listing/123072/Dublin/apartment-5-silverton-ranelagh-dublin-6-d06p9h9
"48 Barnamore Park, Finglas, Dublin 11","€269,950",3 Bed,1 Bath,Terrace,E1,D11 E0R9,€315,Leonard Wilson Keenan Estates & Letting Agents,Desmond Keany,"Sold, €318,000, Tue Sep 03 2024; Sale Agreed, €269,950, Tue May 28 2024; Created, €269,950, Wed Feb 28 2024",https://mynest.ie/listing/118182/Dublin/48-barnamore-park-finglas-dublin-11
"43 Emmet Road, Kilmainham, Dublin 8, D08C4HD","€345,000",3 Bed,1 Bath,Terrace,D1,D08 C4HD,€315,Brock DeLappe,Brock DeLappe Reception,"Sold, €493,000, Tue Sep 03 2024; Sale Agreed, €345,000, Fri May 31 2024; Created, €345,000, Thu May 09 2024",https://mynest.ie/listing/129423/Dublin/43-emmet-road-kilmainham-dublin-8-d08c4hd
"39 Botanic Avenue, Glasnevin, Glasnevin, Dublin 9, D09A8X4","€700,000",3 Bed,2 Bath,Terrace,C3,D09 A8X4,€675,Frank Fleming Estate Agent,Frank Fleming MIPAV,"Sold, €795,000, Tue Sep 03 2024; Sale Agreed, €700,000, Fri Apr 19 2024; Price Rise, €700,000, Wed Apr 10 2024; Created, €595,000, Thu Mar 28 2024",https://mynest.ie/listing/122621/Dublin/39-botanic-avenue-glasnevin-glasnevin-dublin-9-d09a8x4
"38 Lansdowne Road Ballsbridge Dublin 4, Ballsbridge, Dublin 4, D04V992","€2,250,000",7 Bed,5 Bath,Semi-D,--,D04 V992,"€2,830",Lisney Sotheby's International Realty Ballsbridge,Robert Lawson,"Sold, €2,120,000, Tue Sep 03 2024; Sale Agreed, €2,250,000, Tue Jul 02 2024; Price Drop, €2,250,000, Wed Apr 10 2024; Relisted, €2,500,000, Mon Jan 08 2024; Sale Agreed, €2,500,000, Wed Oct 25 2023; Created, €2,500,000, Tue Oct 03 2023",
"Lansdowne Road, Ballsbridge, Dublin 4, D04V992","€2,500,000",7 Bed,5 Bath,Semi-D,--,D04 V992,"€2,830",Lisney Sotheby’s International Realty (Cork),Robert Lawson,"Sold, €2,120,000, Tue Sep 03 2024; Unlisted, €2,500,000, Fri Mar 15 2024; Created, €2,500,000, Tue Mar 05 2024",https://mynest.ie/listing/119006/Dublin/lansdowne-road-ballsbridge-dublin-4-d04v992
"25 Brooklawn Wood, Blackrock, Monkstown, Co. Dublin, A94XF72","€485,000",2 Bed,1 Bath,Semi-D,D1,A94 XF72,€495,Lets Move Properties Ltd.,Sales Department,"Sold, €482,500, Tue Sep 03 2024; Unlisted, €485,000, Fri Aug 23 2024; Created, €485,000, Wed Jun 12 2024",https://mynest.ie/listing/135539/Dublin/25-brooklawn-wood-blackrock-monkstown-co-dublin-a94xf72
"24 Saint Andrew's Wood, Lucan, Co.Dublin, K78HP93","€560,000",4 Bed,3 Bath,Semi-D,C3,K78 HP93,€585,Sherry FitzGerald Lucan,Philip Thome,"Sold, €565,000, Tue Sep 03 2024; Sale Agreed, €560,000, Tue Jul 16 2024; Created, €560,000, Thu Jun 20 2024",https://mynest.ie/listing/137040/Dublin/24-saint-andrews-wood-lucan-codublin-k78hp93
"11 Hazelbrook, Kinsealy Lane, Malahide, Co. Dublin, K36KW31","€850,000",4 Bed,3 Bath,Semi-D,A3,K36 KW31,€855,Sherry FitzGerald Malahide,David R Blanc,"Sold, €895,000, Tue Sep 03 2024; Sale Agreed, €850,000, Mon Mar 25 2024; Created, €850,000, Wed Feb 14 2024",https://mynest.ie/listing/116048/Dublin/11-hazelbrook-kinsealy-lane-malahide-co-dublin-k36kw31
"13 Grotto Avenue, Booterstown, Co Dublin","€775,000",3 Bed,2 Bath,Semi-D,C3,A94 H2K8,€765,Sherry FitzGerald Blackrock,Joan O'Hanlon,"Sold, €780,000, Mon Sep 02 2024; Unlisted, €775,000, Wed Jul 17 2024; Created, €775,000, Mon Apr 22 2024",https://mynest.ie/listing/126353/Dublin/13-grotto-avenue-booterstown-co-dublin
"Apt 82 Block M, Hanover Riverside, Asgard Road, Grand Canal Dock, Dublin 2, D02HP90","€395,000",1 Bed,2 Bath,Apartment,B2,D02 HP90,€405,Leonard Wilson Keenan Estates & Letting Agents,Patrick Leonard,"Sold, €397,000, Mon Sep 02 2024; Sale Agreed, €395,000, Tue Sep 03 2024; Created, €395,000, Tue May 21 2024",https://mynest.ie/listing/131495/Dublin/apt-82-block-m-hanover-riverside-asgard-road-grand-canal-dock-dublin-2-d02hp90
"Apartment 8, Ros Mor View, Scholarstown Road, Knocklyon, Dublin 16, D16KP03","€360,000",2 Bed,2 Bath,Apartment,D1,D16 KP03,€405,Hogan Estates,Hogan Estates,"Sold, €370,000, Mon Sep 02 2024; Sale Agreed, €360,000, Mon Jun 24 2024; Created, €360,000, Wed May 01 2024",https://mynest.ie/listing/128101/Dublin/apartment-8-ros-mor-view-scholarstown-road-knocklyon-dublin-16-d16kp03
"62 Churchtown Road Lower, Churchtown, Churchtown, Dublin 14","€498,000",3 Bed,2 Bath,Semi-D,G,D14 E892,€495,Mullery O'Gara Estate Agents,Deirdre O'Gara,"Sold, €500,000, Mon Sep 02 2024; Unlisted, €498,000, Mon Dec 12 2022; Created, €498,000, Mon Oct 24 2022",https://mynest.ie/listing/27639/Dublin/62-churchtown-road-lower-churchtown-churchtown-dublin-14
"Bottomry Cottage, 6 Sandycove Avenue East, Sandycove, Co. Dublin, A96NA72","€1,290,000",3 Bed,3 Bath,Semi-D,E2,A96 NA72,"€1,627",Janet Carroll Estate Agent,Janet Carroll MIPAV MMCEPI TRV,"Sold, €1,250,000, Mon Sep 02 2024; Unlisted, €1,290,000, Wed Apr 10 2024; Price Drop, €1,290,000, Tue Mar 05 2024; Created, €1,500,000, Tue Nov 21 2023",https://mynest.ie/listing/105975/Dublin/bottomry-cottage-6-sandycove-avenue-east-sandycove-co-dublin-a96na72
"6 Sandycove Avenue East, Sandycove, Co. Dublin, A96NA72","€1,200,000",3 Bed,3 Bath,End of Terrace,E2,A96 NA72,"€1,409",Janet Carroll Estate Agent,Janet Carroll MIPAV MMCEPI TRV,"Sold, €1,250,000, Mon Sep 02 2024; Sale Agreed, €1,200,000, Fri May 10 2024; Created, €1,200,000, Fri Apr 12 2024",https://mynest.ie/listing/124771/Dublin/6-sandycove-avenue-east-sandycove-co-dublin-a96na72
"Greenwood, Greenwood, 5 Ballybride Manor, Rathmichael, Co. Dublin, D18HF29","€2,800,000",5 Bed,5 Bath,Detached,B3,D18 HF29,"€2,830",DNG Bray,Ed Place,"Sold, €2,900,000, Mon Sep 02 2024; Sale Agreed, €2,800,000, Fri May 03 2024; Created, €2,800,000, Thu Mar 07 2024",https://mynest.ie/listing/119318/Dublin/greenwood-greenwood-5-ballybride-manor-rathmichael-co-dublin-d18hf29
"4 Albert Place East, Grand Canal Street Lower, Dublin 2, D02PP74","€750,000",3 Bed,1 Bath,Terrace,F,D02 PP74,€765,iMOVE,Shane Doyle ASCSI & ARICS,"Sold, €725,000, Mon Sep 02 2024; Unlisted, €750,000, Fri Jan 12 2024; Price Drop, €750,000, Sun Nov 26 2023; Created, €795,000, Tue Aug 29 2023",https://mynest.ie/listing/116676/Dublin/4-albert-place-east-grand-canal-street-lower-dublin-2-d02pp74
"4 Albert Place East, Grand Canal Street Lower, Dublin 2, D02PP74","€650,000",3 Bed,1 Bath,Townhouse,F,D02 PP74,€675,Owen Reilly,Owen Reilly Sales,"Sold, €725,000, Mon Sep 02 2024; Sale Agreed, €650,000, Tue Apr 16 2024; Created, €650,000, Mon Feb 19 2024",https://mynest.ie/listing/116676/Dublin/4-albert-place-east-grand-canal-street-lower-dublin-2-d02pp74
"29 Gledswood Park, Clonskeagh, Clonskeagh, Dublin 14, D14AX85","€695,000",3 Bed,2 Bath,Terrace,C1,D14 AX85,€675,Murphy Mullan Goatstown,Johnnie Mullan,"Sold, €850,000, Mon Sep 02 2024; Sale Agreed, €695,000, Mon Jul 01 2024; Created, €695,000, Thu Jun 06 2024",https://mynest.ie/listing/134459/Dublin/29-gledswood-park-clonskeagh-clonskeagh-dublin-14-d14ax85
"28 Mountainview Road, Ranelagh, Dublin 6, D06K4P9","€1,350,000",4 Bed,--,Semi-D,F,D06 K4P9,"€1,846",Sherry FitzGerald Ranelagh,Lesley Ann Devins,"Sold, €1,475,000, Mon Sep 02 2024; Sale Agreed, €1,350,000, Fri Jun 14 2024; Created, €1,350,000, Thu May 16 2024",https://mynest.ie/listing/130668/Dublin/28-mountainview-road-ranelagh-dublin-6-d06k4p9
"26 Altamont Hall Stoney Road Dundrum Dublin 14, Dundrum, Dublin 14, D14H304","€450,000",2 Bed,2 Bath,Apartment,B3,D14 H304,€495,Lisney Sotheby's International Realty (Dundrum),Colm Quaid,"Sold, €500,000, Mon Sep 02 2024; Unlisted, €450,000, Fri Mar 15 2024; Created, €450,000, Fri Mar 01 2024",https://mynest.ie/listing/118601/Dublin/26-altamont-hall-stoney-road-dundrum-dublin-14-dundrum-dublin-14-d14h304
"26 Altamont Hall, Stoney Road, Dundrum, Dublin 14, D14H304","€450,000",2 Bed,2 Bath,Apartment,B3,D14 H304,€495,Lisney Sotheby's International Realty (Dundrum),Colm Quaid,"Sold, €500,000, Mon Sep 02 2024; Unlisted, €450,000, Fri Mar 15 2024; Created, €450,000, Tue Mar 05 2024",https://mynest.ie/listing/119021/Dublin/26-altamont-hall-stoney-road-dundrum-dublin-14-d14h304
"22 Bath Street, Irishtown, Irishtown, Dublin 4, D04E670","€575,000",2 Bed,2 Bath,Terrace,C3,D04 E670,€585,Allen & Jacobs,Andrew Allen MIPAV MMCEPI,"Sold, €650,000, Mon Sep 02 2024; Sale Agreed, €575,000, Wed Jun 05 2024; Created, €575,000, Tue Apr 02 2024",https://mynest.ie/listing/123042/Dublin/22-bath-street-irishtown-irishtown-dublin-4-d04e670
"2 The Crescent, Rathfarnham, Dublin 14, D16TY40","€650,000",3 Bed,4 Bath,Semi-D,A3,D16 TY40,€675,Conerney Estate Agents,Conerney Sales Department,"Sold, €700,000, Mon Sep 02 2024; Sale Agreed, €650,000, Fri May 10 2024; Created, €650,000, Mon Apr 22 2024",https://mynest.ie/listing/126387/Dublin/2-the-crescent-rathfarnham-dublin-14-d16ty40
"19 Highridge Green, Stillorgan, Co. Dublin, A94H2W9","€895,000",3 Bed,2 Bath,Semi-D,D2,A94 H2W9,€945,Allen & Jacobs,Gary Jacobs MSCSI MRICS,"Sold, €950,000, Mon Sep 02 2024; Sale Agreed, €895,000, Fri Jul 19 2024; Created, €895,000, Wed Jun 05 2024",https://mynest.ie/listing/134198/Dublin/19-highridge-green-stillorgan-co-dublin-a94h2w9
"18 Portmarnock Crescent, Portmarnock, Co. Dublin, D13Y685","€790,000",4 Bed,3 Bath,Semi-D,C1,D13 Y685,€855,Corry Estates,Andrew Corry - BScHons MRICS MSCSI,"Sold, €802,500, Mon Sep 02 2024; Sale Agreed, €790,000, Fri Mar 15 2024; Created, €790,000, Tue Jan 23 2024",https://mynest.ie/listing/113121/Dublin/18-portmarnock-crescent-portmarnock-co-dublin-d13y685
"15 Ailesbury Grove, Dundrum, Dundrum, Dublin 16, D16YN30","€695,000",3 Bed,1 Bath,Semi-D,D2,D16 YN30,€675,Mason Estates Dundrum,Dundrum Office,"Sold, €710,000, Mon Sep 02 2024; Sale Agreed, €695,000, Thu Jun 13 2024; Created, €695,000, Fri Apr 26 2024",https://mynest.ie/listing/127366/Dublin/15-ailesbury-grove-dundrum-dundrum-dublin-16-d16yn30
"16 Bettystown Avenue, Raheny, Dublin 5, D05HX64","€480,000",3 Bed,1 Bath,End of Terrace,E2,D05 HX64,€495,French Estates,Nessa Ledwith,"Sold, €605,000, Fri Aug 30 2024; Sale Agreed, €480,000, Tue Apr 23 2024; Created, €480,000, Thu Apr 04 2024",https://mynest.ie/listing/123404/Dublin/16-bettystown-avenue-raheny-dublin-5-d05hx64
"Lagduff, Church Road, Killiney, Co. Dublin","€1,950,000",5 Bed,4 Bath,Detached,C1,A96 XA97,"€2,830",Hunters Estate Agent Dalkey,Finuala Byrne,"Sold, €1,800,000, Fri Aug 30 2024; Unlisted, €1,950,000, Tue May 07 2024; Created, €1,950,000, Mon Sep 25 2023",https://mynest.ie/listing/97428/Dublin/lagduff-church-road-killiney-co-dublin
"Lagduff, Church Road, Killiney, Co. Dublin, A96XA97","€1,850,000",5 Bed,4 Bath,Detached,C1,A96 XA97,"€2,830",Knight Frank,Tara Jerman,"Sold, €1,800,000, Fri Aug 30 2024; Created, €1,850,000, Wed May 15 2024",https://mynest.ie/listing/130388/Dublin/lagduff-church-road-killiney-co-dublin-a96xa97
"Cránnmor, Glenageary Road Upper, Glenageary, Co. Dublin, A96C3H2","€1,795,000",6 Bed,4 Bath,Detached,B3,A96 C3H2,"€2,830",Crawfords,Nick Crawford,"Sold, €1,750,000, Fri Aug 30 2024; Sale Agreed, €1,795,000, Fri May 31 2024; Price Drop, €1,795,000, Wed May 01 2024; Price Drop, €1,950,000, Wed Nov 22 2023; Created, €2,175,000, Fri Jul 21 2023",https://mynest.ie/listing/106149/Dublin/crnnmor-glenageary-road-upper-glenageary-co-dublin-a96c3h2
"Cránnmor, Glenageary Road Upper, Glenageary, Co. Dublin, A96C3H2","€1,950,000",5 Bed,4 Bath,Detached,B3,A96 C3H2,"€2,830",Vincent Finnegan,Vinnie Finnegan,"Sold, €1,750,000, Fri Aug 30 2024; Unlisted, €1,950,000, Wed May 01 2024; Created, €1,950,000, Wed Nov 22 2023",https://mynest.ie/listing/106149/Dublin/crnnmor-glenageary-road-upper-glenageary-co-dublin-a96c3h2
"Apt 124, Block E, New Seskin Court, Tallaght, Dublin 24, D24PX32","€199,950",1 Bed,1 Bath,Apartment,C1,D24 W280,€90,Flynn Estates,Suzanne Rafter,"Sold, €228,000, Fri Aug 30 2024; Sale Agreed, €199,950, Wed May 22 2024; Created, €199,950, Wed Apr 17 2024",https://mynest.ie/listing/125588/Dublin/apt-124-block-e-new-seskin-court-tallaght-dublin-24-d24px32
"70 Clanree Road, Donnycarney, Dublin 5, D05EW72","€395,000",3 Bed,1 Bath,Semi-D,F,D05 EW72,€405,DNG Fairview,Colum Butterly,"Sold, €461,000, Fri Aug 30 2024; Sale Agreed, €395,000, Tue Jun 18 2024; Created, €395,000, Fri May 17 2024",https://mynest.ie/listing/130958/Dublin/70-clanree-road-donnycarney-dublin-5-d05ew72
"7 Wood View, Balrothery, Co. Dublin, K32HH79","€340,000",3 Bed,2 Bath,Terrace,C1,K32 HH79,€315,DNG McKenna Healy,DNG McKenna Healy Skerries,"Sold, €350,000, Fri Aug 30 2024; Sale Agreed, €340,000, Mon Jun 24 2024; Created, €340,000, Thu May 16 2024",https://mynest.ie/listing/130664/Dublin/7-wood-view-balrothery-co-dublin-k32hh79
"6 Ardilea Wood Ardilea Clonskeagh Dublin 14, Clonskeagh, Dublin 14","€1,550,000",5 Bed,5 Bath,Detached,C1,D14 K280,"€2,284",Lisney Sotheby's International Realty (Leeson Street),Robert Lawson,"Sold, €1,574,100, Fri Aug 30 2024; Unlisted, €1,550,000, Sun Nov 06 2022; Created, €1,550,000, Mon Oct 24 2022",https://mynest.ie/listing/29054/Dublin/6-ardilea-wood-ardilea-clonskeagh-dublin-14-clonskeagh-dublin-14
"6 Ardilea Wood, Clonskeagh, Clonskeagh, Dublin 14, D14K280","€1,250,000",5 Bed,5 Bath,Detached,C1,D14 K280,"€1,627",Bohan Hyland & Associates,Shane Hanevy [Senior Property Consultant],"Sold, €1,574,100, Fri Aug 30 2024; Sale Agreed, €1,250,000, Fri Mar 15 2024; Created, €1,250,000, Wed Jan 31 2024",https://mynest.ie/listing/114241/Dublin/6-ardilea-wood-clonskeagh-clonskeagh-dublin-14-d14k280
"52 Diswellstown Way, Hamilton Park, Castleknock, D15X2PT","€725,000",4 Bed,4 Bath,Semi-D,A2,D15 X2PT,€765,Sherry FitzGerald Castleknock,Julian Cotter,"Sold, €748,000, Fri Aug 30 2024; Sale Agreed, €725,000, Thu Jun 06 2024; Created, €725,000, Thu Mar 14 2024",https://mynest.ie/listing/119868/Dublin/52-diswellstown-way-hamilton-park-castleknock-d15x2pt
"5 Parkview Grove, Finglas, Dublin 11, D11K275","€225,000",2 Bed,2 Bath,Apartment,C2,D11 K275,€225,Galvin Property & Finance,Robert Heather,"Sold, €256,000, Fri Aug 30 2024; Sale Agreed, €225,000, Thu Jun 13 2024; Relisted, €225,000, Thu May 30 2024; Sale Agreed, €225,000, Tue Jan 30 2024; Created, €225,000, Mon Jan 08 2024",https://mynest.ie/listing/109895/Dublin/5-parkview-grove-finglas-dublin-11-d11k275
"47 Fortunes Lawn, Citywest, Citywest, Co. Dublin, D24KV2H","€260,000",2 Bed,2 Bath,Apartment,C2,D24 KV2H,€225,HWP Residential and Commercial Property,Ray Kelly - Residential Director,"Sold, €284,000, Fri Aug 30 2024; Sale Agreed, €260,000, Wed Aug 21 2024; Created, €260,000, Wed May 22 2024",https://mynest.ie/listing/131752/Dublin/47-fortunes-lawn-citywest-citywest-co-dublin-d24kv2h
"42 Bayside Walk, Sutton, Dublin 13","€495,000",3 Bed,2 Bath,Terrace,C2,D13 FP49,€495,Sherry FitzGerald Sutton,Guy Doherty,"Sold, €565,000, Fri Aug 30 2024; Sale Agreed, €495,000, Mon Sep 25 2023; Created, €495,000, Tue Aug 22 2023",https://mynest.ie/listing/91363/Dublin/42-bayside-walk-sutton-dublin-13
"4 Muckross Drive, Perrystown, Perrystown, Dublin 12, D12CD36","€575,000",5 Bed,2 Bath,Semi-D,D2,D12 CD36,€585,Maher Gleeson Estates,Stephen Dunne,"Sold, €710,000, Fri Aug 30 2024; Sale Agreed, €575,000, Mon May 27 2024; Created, €575,000, Wed Apr 24 2024",https://mynest.ie/listing/126813/Dublin/4-muckross-drive-perrystown-perrystown-dublin-12-d12cd36
"Apartment 4 Claremont Court, Claremont Road, Sandymount, Dublin 4, D04A667","€270,000",1 Bed,1 Bath,Apartment,E2,D04 A667,€315,North's Property,Andrew McGibney,"Sold, €286,000, Fri Aug 30 2024; Sale Agreed, €270,000, Tue May 28 2024; Created, €270,000, Fri May 10 2024",https://mynest.ie/listing/129697/Dublin/apartment-4-claremont-court-claremont-road-sandymount-dublin-4-d04a667
"4 Charlemont Road, Clontarf, Clontarf, Dublin 3, D03FF08","€765,000",3 Bed,1 Bath,Terrace,F,D03 FF08,€765,Gallagher Quigley,Deirdre Kervick,"Sold, €765,000, Fri Aug 30 2024; Sale Agreed, €765,000, Fri Jun 07 2024; Created, €765,000, Tue May 14 2024",https://mynest.ie/listing/130227/Dublin/4-charlemont-road-clontarf-clontarf-dublin-3-d03ff08
"36 Berryfield Road, Finglas South, Finglas, Dublin 11, D11KCK7","€275,000",3 Bed,1 Bath,Terrace,D1,D11 KCK7,€315,Property Partners OBrien Swaine,Office,"Sold, €267,500, Fri Aug 30 2024; Sale Agreed, €275,000, Wed May 22 2024; Created, €275,000, Fri Mar 01 2024",https://mynest.ie/listing/118597/Dublin/36-berryfield-road-finglas-south-finglas-dublin-11-d11kck7
"26 Parker House, The Coast, Baldoyle, Dublin 13, D13FK02","€310,000",2 Bed,2 Bath,Apartment,B3,D13 FK02,€315,JB Kelly,"Dave Kelly MIPAV, MCEI, TRV","Sold, €350,000, Fri Aug 30 2024; Sale Agreed, €310,000, Mon May 13 2024; Created, €310,000, Tue Apr 02 2024",https://mynest.ie/listing/123052/Dublin/26-parker-house-the-coast-baldoyle-dublin-13-d13fk02
"26 Castleview Grove, Swords, Co. Dublin, K67YH60","€250,000",2 Bed,1 Bath,Apartment,C2,K67 YH60,€225,Redmond Property,Niamh Jones MIPAV MCEI,"Sold, €290,000, Fri Aug 30 2024; Sale Agreed, €250,000, Sat May 18 2024; Created, €250,000, Mon Apr 29 2024",https://mynest.ie/listing/127647/Dublin/26-castleview-grove-swords-co-dublin-k67yh60
"Apartment 216, Beechwood Court, Stillorgan, Co. Dublin, A94X6F7","€435,000",2 Bed,2 Bath,Apartment,B3,A94 X6F7,€405,Morrison Estates,Sales Department,"Sold, €456,000, Fri Aug 30 2024; Sale Agreed, €435,000, Thu Jun 13 2024; Created, €435,000, Thu May 16 2024",https://mynest.ie/listing/130683/Dublin/apartment-216-beechwood-court-stillorgan-co-dublin-a94x6f7
"2 Saint Mochta's Park, Clonsilla, Clonsilla, Dublin 15, D15T9P0","€450,000",3 Bed,3 Bath,Semi-D,C2,D15 T9P0,€495,"DFM Auctioneers, Estate Agents & Valuers",DFM,"Sold, €505,000, Fri Aug 30 2024; Sale Agreed, €450,000, Fri May 31 2024; Created, €450,000, Wed May 15 2024",https://mynest.ie/listing/130419/Dublin/2-saint-mochtas-park-clonsilla-clonsilla-dublin-15-d15t9p0
"2 Belfry Grove, Citywest, Citywest, Co. Dublin, D24P977","€280,000",3 Bed,2 Bath,Duplex,B3,D24 P977,€315,BROE Auctioneers,Rodney Elliott M.I.P.A.V/ TRV,"Sold, €307,000, Fri Aug 30 2024; Sale Agreed, €280,000, Fri Jun 28 2024; Created, €280,000, Fri Mar 15 2024",https://mynest.ie/listing/120715/Dublin/2-belfry-grove-citywest-citywest-co-dublin-d24p977
"19 The Holly, Rockfield, Dundrum, Dublin 14, D16XT68","€410,000",2 Bed,2 Bath,Apartment,B2,D16 XT68,€405,Property Partners O'Brien Swaine Dundrum,David Swaine,"Sold, €430,000, Fri Aug 30 2024; Sale Agreed, €410,000, Fri Mar 15 2024; Created, €410,000, Fri Dec 01 2023",https://mynest.ie/listing/107160/Dublin/19-the-holly-rockfield-dundrum-dublin-14-d16xt68
"19 Clanmoyle Road, Donnycarney, Dublin 5, D05X448","€440,000",2 Bed,1 Bath,Terrace,E1,D05 X448,€495,Sherry FitzGerald Killester,Sean Tobin,"Sold, €480,000, Fri Aug 30 2024; Sale Agreed, €440,000, Fri Jun 07 2024; Created, €440,000, Thu May 09 2024",https://mynest.ie/listing/129405/Dublin/19-clanmoyle-road-donnycarney-dublin-5-d05x448
